sample_id,db_id,input_type,operation_type,dependency_sensitive,F_attempted,diagnostic_source,D_G1_target_state_correct,D_F_G1_target_state_correct,FULL_target_state_correct,D_G1_first_failure_stage,D_F_G1_first_failure_stage,FULL_first_failure_stage,D_G1_error_type,D_F_G1_error_type,FULL_error_type
aug_seed_000110_single_row_subset_002,financial,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000062_single_row_subset_001,superhero,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000307,european_football_2,semi_structured,plain_insert,0,1,full_secondary,0,0,0,build,build,build,UNKNOWN_COLUMN_ID,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000177_relational_format_variant_003,codebase_community,semi_structured,insert_ignore,1,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000085_single_row_subset_002,debit_card_specializing,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000272_single_row_subset_001,card_games,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000299_single_row_subset_001,formula_1,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID
seed_000196,codebase_community,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000101_small_batch_subset_001,formula_1,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000300,superhero,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000076_single_row_subset_002,european_football_2,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000175,superhero,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000054_single_row_subset_001,card_games,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,state_mismatch,state_mismatch,state_mismatch,wrong_state,wrong_state,wrong_state
aug_seed_000178_single_row_subset_001,formula_1,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000251_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000221_single_row_subset_001,superhero,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000030,student_club,semi_structured,upsert_update,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000272,card_games,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID
aug_seed_000175_small_batch_subset_001,superhero,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000004_relational_format_variant_002,debit_card_specializing,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
seed_000328,debit_card_specializing,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000148,codebase_community,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,LOSSY_NORMALIZATION_REJECTED,LOSSY_NORMALIZATION_REJECTED,LOSSY_NORMALIZATION_REJECTED
seed_000313,debit_card_specializing,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,state_mismatch,state_mismatch,state_mismatch,wrong_state,wrong_state,wrong_state
aug_seed_000172_relational_format_variant_001,european_football_2,free_text,insert_ignore,1,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000202_relational_format_variant_002,student_club,semi_structured,insert_ignore,1,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000005_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,state_mismatch,state_mismatch,state_mismatch,wrong_state,wrong_state,wrong_state
aug_seed_000289_single_row_subset_001,debit_card_specializing,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS
aug_seed_000051_single_row_subset_001,financial,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000131,california_schools,semi_structured,upsert_update,0,0,d_g1_primary,0,0,0,parse,parse,parse,parse_error,parse_error,parse_error
aug_seed_000328_single_row_subset_001,debit_card_specializing,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000084,california_schools,semi_structured,upsert_update,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID
seed_000276,student_club,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000321_single_row_subset_001,debit_card_specializing,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000112_relational_format_variant_003,toxicology,semi_structured,insert_ignore,1,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000128_single_row_subset_001,superhero,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS
seed_000092,financial,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN
aug_seed_000334_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000353,student_club,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000271,financial,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,NEEDS_CLARIFICATION,NEEDS_CLARIFICATION,NEEDS_CLARIFICATION
aug_seed_000293_relational_format_variant_003,student_club,semi_structured,insert_ignore,1,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000264,financial,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000079,debit_card_specializing,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000314_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000253,formula_1,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000343_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,LOSSY_NORMALIZATION_REJECTED,LOSSY_NORMALIZATION_REJECTED,LOSSY_NORMALIZATION_REJECTED
aug_seed_000309_relational_format_variant_002,toxicology,semi_structured,insert_ignore,1,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000072_relational_format_variant_001,toxicology,free_text,insert_ignore,1,0,d_g1_primary,0,0,0,parse,parse,parse,parse_error,parse_error,parse_error
seed_000266,codebase_community,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000154_single_row_subset_001,european_football_2,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_CONSTRAINT_ID,UNKNOWN_CONSTRAINT_ID,UNKNOWN_CONSTRAINT_ID
seed_000273,student_club,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000353_small_batch_subset_001,student_club,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000307_small_batch_subset_001,european_football_2,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000257_single_row_subset_001,codebase_community,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000206,california_schools,semi_structured,upsert_update,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN
seed_000254,debit_card_specializing,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000171_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,DUPLICATE_TARGET_COLUMN_AFTER_EVIDENCE_GROUNDING,DUPLICATE_TARGET_COLUMN_AFTER_EVIDENCE_GROUNDING,DUPLICATE_TARGET_COLUMN_AFTER_EVIDENCE_GROUNDING
aug_seed_000042_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000208_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000154,european_football_2,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000347_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000066_single_row_subset_002,student_club,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,LOSSY_NORMALIZATION_REJECTED,LOSSY_NORMALIZATION_REJECTED,UNKNOWN_COLUMN_ID
seed_000187,student_club,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000252_small_batch_subset_001,superhero,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000022_single_row_subset_002,superhero,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_CONSTRAINT_ID,UNKNOWN_CONSTRAINT_ID,UNKNOWN_CONSTRAINT_ID
seed_000150,superhero,semi_structured,plain_insert,1,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID
aug_seed_000181_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,DUPLICATE_TARGET_COLUMN_AFTER_EVIDENCE_GROUNDING,DUPLICATE_TARGET_COLUMN_AFTER_EVIDENCE_GROUNDING,DUPLICATE_TARGET_COLUMN_AFTER_EVIDENCE_GROUNDING
aug_seed_000004_relational_format_variant_001,debit_card_specializing,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,parse,parse,parse,parse_error,parse_error,parse_error
aug_seed_000169_single_row_subset_001,debit_card_specializing,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,state_mismatch,state_mismatch,state_mismatch,wrong_state,wrong_state,wrong_state
seed_000299,formula_1,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000274_single_row_subset_001,formula_1,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000052_small_batch_subset_001,superhero,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000274,formula_1,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000135_single_row_subset_001,debit_card_specializing,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000013_small_batch_subset_002,european_football_2,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000121_small_batch_subset_001,student_club,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000208,financial,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID
aug_seed_000190_single_row_subset_001,student_club,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,LOSSY_NORMALIZATION_REJECTED,LOSSY_NORMALIZATION_REJECTED,MISSING_UPDATE_COLUMN_IDS
seed_000185,student_club,semi_structured,plain_insert,0,1,full_secondary,0,1,1,build,none,none,UNKNOWN_COLUMN_ID,,
seed_000337,card_games,semi_structured,upsert_update,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000059,formula_1,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000203_single_row_subset_001,financial,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000121_single_row_subset_002,student_club,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_EVIDENCE_ID,UNKNOWN_EVIDENCE_ID,UNKNOWN_EVIDENCE_ID
aug_seed_000005_single_row_subset_002,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS
seed_000066,student_club,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,state_mismatch,state_mismatch,state_mismatch,wrong_state,wrong_state,wrong_state
aug_seed_000094_small_batch_subset_001,european_football_2,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000127_single_row_subset_001,european_football_2,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000145,toxicology,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
seed_000226,student_club,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000002_relational_format_variant_002,debit_card_specializing,semi_structured,insert_ignore,1,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000287_single_row_subset_001,thrombosis_prediction,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS
seed_000127,european_football_2,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000296,card_games,free_text,upsert_update,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_EVIDENCE_ID,UNKNOWN_EVIDENCE_ID,UNKNOWN_EVIDENCE_ID
seed_000042,financial,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,NEEDS_CLARIFICATION,NEEDS_CLARIFICATION,NEEDS_CLARIFICATION
aug_seed_000116_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_EVIDENCE_ID,UNKNOWN_EVIDENCE_ID,UNKNOWN_EVIDENCE_ID
aug_seed_000260_single_row_subset_001,superhero,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000229,superhero,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID,UNKNOWN_COLUMN_ID
aug_seed_000189_small_batch_subset_001,student_club,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000139_single_row_subset_001,european_football_2,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000094,european_football_2,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
seed_000101,formula_1,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000106,california_schools,semi_structured,upsert_update,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN
seed_000212,superhero,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000092_single_row_subset_002,financial,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000346_relational_format_variant_001,codebase_community,free_text,insert_ignore,1,0,d_g1_primary,0,0,0,parse,parse,parse,parse_error,parse_error,parse_error
aug_seed_000248_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000288,financial,semi_structured,plain_insert,0,1,full_secondary,0,1,1,build,none,none,UNKNOWN_COLUMN_ID,,
seed_000301,student_club,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000222_small_batch_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN
seed_000182,student_club,semi_structured,upsert_update,0,0,d_g1_primary,0,0,0,state_mismatch,state_mismatch,state_mismatch,wrong_state,wrong_state,wrong_state
seed_000085,debit_card_specializing,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,state_mismatch,state_mismatch,state_mismatch,wrong_state,wrong_state,wrong_state
seed_000343,financial,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000245_single_row_subset_001,financial,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000020,european_football_2,semi_structured,insert_ignore,1,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000216_single_row_subset_001,debit_card_specializing,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000275_relational_format_variant_002,student_club,semi_structured,insert_ignore,1,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000151,student_club,semi_structured,upsert_update,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000267,california_schools,semi_structured,upsert_update,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN
aug_seed_000241_small_batch_subset_001,european_football_2,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,LOSSY_NORMALIZATION_REJECTED,LOSSY_NORMALIZATION_REJECTED,TEMPORAL_EVIDENCE_SELECTION_INCOMPATIBLE
aug_seed_000078_relational_format_variant_001,california_schools,free_text,plain_insert,1,0,d_g1_primary,0,0,0,build,build,build,LOSSY_NORMALIZATION_REJECTED,LOSSY_NORMALIZATION_REJECTED,TEMPORAL_EVIDENCE_SELECTION_INCOMPATIBLE
seed_000252,superhero,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000234_relational_format_variant_001,toxicology,free_text,insert_ignore,1,0,d_g1_primary,0,0,0,build,build,build,NEEDS_CLARIFICATION,NEEDS_CLARIFICATION,NEEDS_CLARIFICATION
seed_000218,superhero,semi_structured,plain_insert,0,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000127_small_batch_subset_001,european_football_2,free_text,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000346,codebase_community,semi_structured,insert_ignore,1,0,d_g1_primary,0,0,0,build,build,build,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD,UNRESOLVED_SOURCE_FIELD
aug_seed_000222_single_row_subset_001,financial,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000191_single_row_subset_001,debit_card_specializing,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000051_small_batch_subset_002,financial,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
aug_seed_000165_single_row_subset_001,superhero,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS,MISSING_UPDATE_COLUMN_IDS
aug_seed_000091_single_row_subset_002,financial,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000334,financial,semi_structured,plain_insert,0,1,full_secondary,0,1,1,build,none,none,UNKNOWN_COLUMN_ID,,
seed_000003,california_schools,semi_structured,upsert_update,0,0,d_g1_primary,0,0,0,build,build,build,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN,MISSING_REQUIRED_COLUMN
seed_000211,european_football_2,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
aug_seed_000009_small_batch_subset_002,debit_card_specializing,free_text,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000011,card_games,semi_structured,upsert_update,0,0,d_g1_primary,0,0,0,state_mismatch,state_mismatch,state_mismatch,wrong_state,wrong_state,wrong_state
aug_seed_000061_single_row_subset_001,financial,semi_structured,insert_ignore,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000176,superhero,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000303,thrombosis_prediction,semi_structured,plain_insert,0,0,d_g1_primary,1,1,1,none,none,none,,,
seed_000203,financial,semi_structured,insert_ignore,0,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
seed_000134,toxicology,semi_structured,insert_ignore,1,0,d_g1_primary,0,0,0,preflight,preflight,preflight,preflight_abstention,preflight_abstention,preflight_abstention
