sample_id,database,input_type,operation_type,difficulty,conflict_sensitive,dependency_sensitive,target_state_correct,strict_state_correct,execution_success,admitted,abstained,off_target_change,constraint_failure,execution_failure,generation_ok,parse_ok,reference_resolution_ok,materialization_ok,verification_ok,compilation_ok,semantic_gate_ok,preflight_ok,admission_ok,execution_ok,state_correct,first_failure_stage,failure_reason_code,failure_reason_detail,root_cause,manual_review_required,manual_review_label,manual_review_notes,oracle_if_bypassed_correct,abstention_reason,direct_correct,jfs_correct,mpfsplus_correct,paired_category
final_polar_044,polar,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,NA,preflight,PREFLIGHT_UNIQUE,UNIQUE constraint failed: scientific.sciregistry,PREFLIGHT_ERROR,0,,,0,preflight_reject,0,1,0,J_CORRECT_MP_WRONG
final_polar_045,polar,semi_structured,upsert_update,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_polar_046,polar,free_text,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_polar_047,polar,free_text,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_polar_048,polar,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,parse,GEN_UNPARSEABLE_OUTPUT,parse_error,LLM_SEMANTIC_ERROR,0,,,,planner_failure,0,1,0,J_CORRECT_MP_WRONG
final_polar_049,polar,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_polar_050,polar,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,0,1,1,MP_CORRECT_DIRECT_WRONG
final_polar_051,polar,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,0,1,1,MP_CORRECT_DIRECT_WRONG
final_polar_052,polar,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_polar_053,polar,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_polar_054,polar,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,0,1,MP_CORRECT_J_WRONG
final_polar_055,polar,semi_structured,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'conflict_target' is neither mapped nor justified.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_polar_056,polar,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_polar_057,polar,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_polar_058,polar,semi_structured,plain_insert,,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,0,1,0,J_CORRECT_MP_WRONG
final_polar_059,polar,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_polar_060,polar,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,0,1,MP_CORRECT_J_WRONG
final_robot_001,robot,free_text,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,parse,GEN_UNPARSEABLE_OUTPUT,parse_error,LLM_SEMANTIC_ERROR,0,,,,planner_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_002,robot,free_text,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,actuation_data: missing required columns: actreg.,LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_003,robot,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_004,robot,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_005,robot,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_006,robot,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_007,robot,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_008,robot,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_009,robot,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_010,robot,semi_structured,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_INVALID_SOURCE_REF,Unknown source field reference 'c1.f6' for c1.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_011,robot,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,0,1,0,J_CORRECT_MP_WRONG
final_robot_012,robot,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_013,robot,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_014,robot,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,NA,preflight,PREFLIGHT_UNIQUE,UNIQUE constraint failed: robot_record.recreg,PREFLIGHT_ERROR,0,,,0,preflight_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_015,robot,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_016,robot,free_text,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_017,robot,free_text,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't1.c30'.,GROUNDING_ERROR,0,,,0,grounding_failure,0,0,0,ALL_WRONG
final_robot_018,robot,free_text,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_WRONG_EVIDENCE_SPAN,Multiple cells resolve to target column 'toolchangecount'.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,0,1,0,J_CORRECT_MP_WRONG
final_robot_019,robot,semi_structured,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_020,robot,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_INVALID_SOURCE_REF,Unknown source field reference 'c1.f1' for c1.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_021,robot,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't6.apptypeval'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_022,robot,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_023,robot,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_024,robot,semi_structured,upsert_update,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_025,robot,semi_structured,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_026,robot,semi_structured,insert_ignore,,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_027,robot,semi_structured,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't4.upkeepactuation'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_028,robot,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_029,robot,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_030,robot,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_031,robot,free_text,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_032,robot,free_text,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_033,robot,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_034,robot,semi_structured,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_INVALID_SOURCE_REF,Unknown source field reference 'c1.f1' for c1.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_035,robot,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,"robot_record: missing required columns: rects, botcode.",LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_036,robot,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,actuation_data: missing required columns: actreg.,LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_037,robot,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_038,robot,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,0,1,1,MP_CORRECT_DIRECT_WRONG
final_robot_039,robot,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_040,robot,semi_structured,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_041,robot,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't9.botcode'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_042,robot,semi_structured,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_WRONG_UPDATE_COLUMNS,upsert_update requires at least one enumerated update column.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_043,robot,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_044,robot,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_045,robot,semi_structured,upsert_update,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_046,robot,free_text,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_WRONG_EVIDENCE_SPAN,Multiple cells resolve to target column 'actreg'.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,0,1,0,J_CORRECT_MP_WRONG
final_robot_047,robot,free_text,insert_ignore,,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,state_mismatch,STATE_WRONG_VALUE,wrong_state,LLM_SEMANTIC_ERROR,1,executed_but_wrong,,,,0,1,0,J_CORRECT_MP_WRONG
final_robot_048,robot,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_049,robot,semi_structured,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't9.botcode'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_050,robot,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,actuation_data: missing required columns: actreg.,LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_051,robot,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_052,robot,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_053,robot,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_054,robot,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_055,robot,semi_structured,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_INVALID_SOURCE_REF,Unknown source field reference 'c1.f6' for c1.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_056,robot,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,0,1,0,J_CORRECT_MP_WRONG
final_robot_057,robot,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_robot_058,robot,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_059,robot,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_robot_060,robot,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_001,vaccine,free_text,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,0,0,0,ALL_WRONG
final_vaccine_002,vaccine,free_text,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,0,0,0,ALL_WRONG
final_vaccine_003,vaccine,free_text,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,"container: missing required columns: containregistry, shipown.",LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,0,0,DIRECT_CORRECT_MP_WRONG
final_vaccine_004,vaccine,semi_structured,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,"container: missing required columns: containregistry, shipown.",LLM_SEMANTIC_ERROR,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_005,vaccine,semi_structured,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_006,vaccine,semi_structured,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_INVALID_SOURCE_REF,Unknown source field reference 'c1.f1' for c1.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_007,vaccine,semi_structured,plain_insert,,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_008,vaccine,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_009,vaccine,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_010,vaccine,semi_structured,plain_insert,,0,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_UNKNOWN_COLUMN,Unknown enumerated column ID 't2.loggerreg'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_011,vaccine,semi_structured,insert_ignore,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_012,vaccine,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,VERIFIER_OVER_REJECTION,1,over_reject_candidate,,1,grounding_failure,1,1,0,DIRECT_J_CORRECT_MP_WRONG
final_vaccine_013,vaccine,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_014,vaccine,semi_structured,insert_ignore,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_015,vaccine,semi_structured,upsert_update,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,0,1,MP_CORRECT_J_WRONG
final_vaccine_016,vaccine,free_text,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,0,0,0,ALL_WRONG
final_vaccine_017,vaccine,free_text,insert_ignore,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,materialization,VALUE_NORMALIZATION_ERROR,Value is not a decimal literal.,MATERIALIZATION_ERROR,0,,,0,grounding_failure,0,0,0,ALL_WRONG
final_vaccine_018,vaccine,free_text,upsert_update,,1,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,reference_resolution,REF_INVALID_SOURCE_REF,Unknown enumerated constraint ID 't7.c10'.,GROUNDING_ERROR,0,,,0,grounding_failure,1,0,0,DIRECT_CORRECT_MP_WRONG
final_vaccine_019,vaccine,semi_structured,plain_insert,,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,TARGET_MISSING_COLUMN,"container: missing required columns: containregistry, shipown.",LLM_SEMANTIC_ERROR,0,,,0,verification_reject,0,1,0,J_CORRECT_MP_WRONG
final_vaccine_020,vaccine,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_021,vaccine,semi_structured,upsert_update,,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,,0,verification_reject,1,0,0,DIRECT_CORRECT_MP_WRONG
final_vaccine_022,vaccine,semi_structured,plain_insert,,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_023,vaccine,semi_structured,insert_ignore,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
final_vaccine_024,vaccine,semi_structured,upsert_update,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,none,NONE,,NONE,0,,,,,1,1,1,ALL_CORRECT
