sample_id,database,input_type,operation_type,review_categories,first_failure_stage,failure_reason_code,failure_reason_detail,root_cause_auto_noncausal,oracle_if_bypassed_correct,state_diff_classes,state_diff_gold_delta,state_diff_predicted_delta,state_diff_difference,manual_review_status,reviewer_root_cause,conflict_ambiguity_gold_label,manual_review_notes
final_polar_058,polar,semi_structured,plain_insert,EXECUTED_BUT_WRONG;STATE_MISMATCH,state_mismatch,STATE_WRONG_VALUE,wrong_state,FINAL_STATE_MISMATCH,,STATE_WRONG_VALUE,"{""weatherandstructure"": {""added"": [{""barometricpressurehpa"": 948.75, ""externaltemperaturec"": -31, ""icethicknesscm"": null, ""noiseleveldb"": null, ""precipitationratemmh"": null, ""precipitationtype"": ""Blowing Snow"", ""snowdepthcm"": null, ""snowloadkgm2"": null, ""solarradiationwm2"": null, ""structuralintegritystatus"": ""Warning"", ""structuralloadpercent"": null, ""vibrationlevelmms2"": null, ""visibilitykm"": null, ""weatherlocref"": 59, ""weatheropmaintref"": 59, ""weatherregistry"": 5059, ""winddirectiondegrees"": 210.0, ""windspeedms"": 19}, {""barometricpressurehpa"": 965.25, ""externaltemperaturec"": -24, ""icethicknesscm"": null, ""noiseleveldb"": null, ""precipitationratemmh"": null, ""precipitationtype"": ""Snow"", ""snowdepthcm"": null, ""snowloadkgm2"": null, ""solarradiationwm2"": null, ""structuralintegritystatus"": ""Normal"", ""structuralloadpercent"": null, ""vibrationlevelmms2"": null, ""visibilitykm"": null, ""weatherlocref"": 58, ""weatheropmaintref"": 58, ""weatherregistry"": 5058, ""winddirectiondegrees"": 125.5, ""windspeedms"": 14}, {""barometricpressurehpa"": 982.5, ""externaltemperaturec"": -18, ""icethicknesscm"": null, ""noiseleveldb"": null, ""precipitationratemmh"": null, ""precipitationtype"": ""None"", ""snowdepthcm"": null, ""snowloadkgm2"": null, ""solarradiationwm2"": null, ""structuralintegritystatus"": ""Normal"", ""structuralloadpercent"": null, ""vibrationlevelmms2"": null, ""visibilitykm"": null, ""weatherlocref"": 60, ""weatheropmaintref"": 60, ""weatherregistry"": 5060, ""winddirectiondegrees"": 47.5, ""windspeedms"": 9}], ""added_count"": 3, ""columns"": [""weatherregistry"", ""weatherlocref"", ""externaltemperaturec"", ""windspeedms"", ""winddirectiondegrees"", ""barometricpressurehpa"", ""solarradiationwm2"", ""snowdepthcm"", ""icethicknesscm"", ""visibilitykm"", ""precipitationtype"", ""precipitationratemmh"", ""snowloadkgm2"", ""structuralloadpercent"", ""structuralintegritystatus"", ""vibrationlevelmms2"", ""noiseleveldb"", ""weatheropmaintref""], ""removed"": [], ""removed_count"": 0}}","{""weatherandstructure"": {""added"": [{""barometricpressurehpa"": 948.75, ""externaltemperaturec"": -31, ""icethicknesscm"": null, ""noiseleveldb"": null, ""precipitationratemmh"": null, ""precipitationtype"": ""Blowing Snow"", ""snowdepthcm"": null, ""snowloadkgm2"": null, ""solarradiationwm2"": null, ""structuralintegritystatus"": ""Warning"", ""structuralloadpercent"": null, ""vibrationlevelmms2"": null, ""visibilitykm"": null, ""weatherlocref"": 59, ""weatheropmaintref"": 59, ""weatherregistry"": 5059, ""winddirectiondegrees"": 210.0, ""windspeedms"": 19}, {""barometricpressurehpa"": 965.25, ""externaltemperaturec"": -24, ""icethicknesscm"": null, ""noiseleveldb"": null, ""precipitationratemmh"": null, ""precipitationtype"": ""Snow"", ""snowdepthcm"": null, ""snowloadkgm2"": null, ""solarradiationwm2"": null, ""structuralintegritystatus"": ""Normal"", ""structuralloadpercent"": null, ""vibrationlevelmms2"": null, ""visibilitykm"": null, ""weatherlocref"": 58, ""weatheropmaintref"": 58, ""weatherregistry"": 5058, ""winddirectiondegrees"": 125.5, ""windspeedms"": 14}, {""barometricpressurehpa"": 982.5, ""externaltemperaturec"": -18, ""icethicknesscm"": null, ""noiseleveldb"": null, ""precipitationratemmh"": null, ""precipitationtype"": null, ""snowdepthcm"": null, ""snowloadkgm2"": null, ""solarradiationwm2"": null, ""structuralintegritystatus"": ""Normal"", ""structuralloadpercent"": null, ""vibrationlevelmms2"": null, ""visibilitykm"": null, ""weatherlocref"": 60, ""weatheropmaintref"": 60, ""weatherregistry"": 5060, ""winddirectiondegrees"": 47.5, ""windspeedms"": 9}], ""added_count"": 3, ""columns"": [""weatherregistry"", ""weatherlocref"", ""externaltemperaturec"", ""windspeedms"", ""winddirectiondegrees"", ""barometricpressurehpa"", ""solarradiationwm2"", ""snowdepthcm"", ""icethicknesscm"", ""visibilitykm"", ""precipitationtype"", ""precipitationratemmh"", ""snowloadkgm2"", ""structuralloadpercent"", ""structuralintegritystatus"", ""vibrationlevelmms2"", ""noiseleveldb"", ""weatheropmaintref""], ""removed"": [], ""removed_count"": 0}}","{""weatherandstructure"": {""columns"": [""weatherregistry"", ""weatherlocref"", ""externaltemperaturec"", ""windspeedms"", ""winddirectiondegrees"", ""barometricpressurehpa"", ""solarradiationwm2"", ""snowdepthcm"", ""icethicknesscm"", ""visibilitykm"", ""precipitationtype"", ""precipitationratemmh"", ""snowloadkgm2"", ""structuralloadpercent"", ""structuralintegritystatus"", ""vibrationlevelmms2"", ""noiseleveldb"", ""weatheropmaintref""], ""extra_count"": 1, ""extra_in_prediction"": [{""barometricpressurehpa"": 982.5, ""externaltemperaturec"": -18, ""icethicknesscm"": null, ""noiseleveldb"": null, ""precipitationratemmh"": null, ""precipitationtype"": null, ""snowdepthcm"": null, ""snowloadkgm2"": null, ""solarradiationwm2"": null, ""structuralintegritystatus"": ""Normal"", ""structuralloadpercent"": null, ""vibrationlevelmms2"": null, ""visibilitykm"": null, ""weatherlocref"": 60, ""weatheropmaintref"": 60, ""weatherregistry"": 5060, ""winddirectiondegrees"": 47.5, ""windspeedms"": 9}], ""missing_count"": 1, ""missing_from_prediction"": [{""barometricpressurehpa"": 982.5, ""externaltemperaturec"": -18, ""icethicknesscm"": null, ""noiseleveldb"": null, ""precipitationratemmh"": null, ""precipitationtype"": ""None"", ""snowdepthcm"": null, ""snowloadkgm2"": null, ""solarradiationwm2"": null, ""structuralintegritystatus"": ""Normal"", ""structuralloadpercent"": null, ""vibrationlevelmms2"": null, ""visibilitykm"": null, ""weatherlocref"": 60, ""weatheropmaintref"": 60, ""weatherregistry"": 5060, ""winddirectiondegrees"": 47.5, ""windspeedms"": 9}]}}",COMPLETED,SOURCE_PARSER_NULL_LITERAL_COERCION_ERROR,,"The request contains literal precipitationtype='None' for weatherregistry 5060 and gold preserves the TEXT value 'None', but the materialized row contains null/None. This is the same source null-literal coercion seen in final_polar_014. A separate latent issue is that the materialized plan changes plain_insert to DO UPDATE, but the keys are new so that semantic corruption does not cause the observed state mismatch."
final_robot_003,robot,free_text,upsert_update,CONFLICT_AMBIGUITY,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,{},{},{},COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies upsert/do-update behavior, the conflict target(s), and the allowed update column set(s). The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: robot_record: action=do_update; target=recreg; updates=rects,botcode || robot_details: action=do_update; target=botdetreg; updates=mfgnameval,modelseriesval,payloadcapkg,fwversionval,ctrltypeval || operation: action=do_update; target=operreg; updates=totopshrval,apptypeval,currprogval,progcyclecount,cycletimesecval,axiscountval || actuation_data: action=do_update; target=actreg; updates=tcpxval,tcpspeedval,pathaccmmval,poserrmmval,payloadwval || maintenance_and_fault: action=do_update; target=upkeepactuation; updates=faultcodeval,issuecategoryval,issuelevelval,faultpredscore,faulttypeestimation,rulhours,upkeepduedays,upkeepcostest. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_robot_005,robot,semi_structured,insert_ignore,CONFLICT_AMBIGUITY,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,{},{},{},COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies insert-ignore/do-nothing behavior and identifies the conflict key(s); conflicting rows must remain unchanged. The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: robot_record: action=do_nothing; target=recreg; updates=<none> || robot_details: action=do_nothing; target=botdetreg; updates=<none> || operation: action=do_nothing; target=operreg; updates=<none> || actuation_data: action=do_nothing; target=actreg; updates=<none>. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_robot_011,robot,semi_structured,insert_ignore,BYPASS_RECOVERABLE;CONTROL_FIELD_OPERATION,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,BYPASS_RECOVERABLE_MATERIALIZATION,1,,{},{},{},COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, update_columns, policy. The parsed write_semantics is 'plain_insert' while the explicit request is 'insert_ignore'; however the materialized table/rows/conflict semantics match the gold plan after scalar type normalization. Thus the control-field policy is the observed first blocker, but the parsed-plan inconsistency means an operation-only causal rescue should not be claimed without an isolated rerun."
final_robot_012,robot,semi_structured,upsert_update,BYPASS_RECOVERABLE;CONTROL_FIELD_OPERATION,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,BYPASS_RECOVERABLE_MATERIALIZATION,1,,{},{},{},COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, update_columns, policy. In addition, the materialized plan has a latent semantic mismatch relative to gold (extra update columns: upkeepoperation, upkeeprobot). Therefore this sample confirms the control-field policy defect as the first rejection, but it is NOT evidence that fixing control-field coverage alone would recover final correctness."
final_robot_016,robot,free_text,plain_insert,DATE_NORMALIZATION,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,{},{},{},COMPLETED,DATE_NORMALIZATION_POLICY_ERROR,,"The request explicitly provides robot_record.rects='2026-07-30 16:16:00' and the gold SQL preserves it, but iso_date_normalization rejects the value. The same candidate also contains many UNKNOWN_COLUMN_ID errors, so date normalization is not the only blocker and a date-only fix would not establish full recovery."
final_robot_019,robot,semi_structured,plain_insert,CONFLICT_AMBIGUITY,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,{},{},{},COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies plain-insert/error-on-conflict behavior with no conflict target or update columns. The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: robot_record: action=error; target=<none>; updates=<none> || robot_details: action=error; target=<none>; updates=<none> || operation: action=error; target=<none>; updates=<none> || actuation_data: action=error; target=<none>; updates=<none> || maintenance_and_fault: action=error; target=<none>; updates=<none> || performance_and_safety: action=error; target=<none>; updates=<none> || system_controller: action=error; target=<none>; updates=<none>. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_robot_025,robot,semi_structured,plain_insert,BYPASS_RECOVERABLE;CONTROL_FIELD_OPERATION,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,BYPASS_RECOVERABLE_MATERIALIZATION,1,,{},{},{},COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, update_columns, policy. Parsed write_semantics (plain_insert) matches the explicit request (plain_insert), and the materialized table/rows/conflict semantics match the gold plan after scalar type normalization. This is strong evidence that control-field coverage is the blocking failure, although downstream behavior still requires an isolated intervention test."
final_robot_026,robot,semi_structured,insert_ignore,EXECUTED_BUT_WRONG;STATE_MISMATCH,state_mismatch,STATE_EXTRA_ROW,wrong_state,FINAL_STATE_MISMATCH,,STATE_EXTRA_ROW,"{""robot_record"": {""added"": [{""botcode"": ""RB2-026-A"", ""recreg"": ""RB2REC026A"", ""rects"": ""2026-07-30 17:26:01""}, {""botcode"": ""RB2-026-B"", ""recreg"": ""RB2REC026B"", ""rects"": ""2026-07-30 17:26:02""}, {""botcode"": ""RB2-026-C"", ""recreg"": ""RB2REC026C"", ""rects"": ""2026-07-30 17:26:03""}, {""botcode"": ""RB2-026-D"", ""recreg"": ""RB2REC026D"", ""rects"": ""2026-07-30 17:26:04""}, {""botcode"": ""RB2-026-E"", ""recreg"": ""RB2REC026E"", ""rects"": ""2026-07-30 17:26:05""}, {""botcode"": ""RB2-026-F"", ""recreg"": ""RB2REC026F"", ""rects"": ""2026-07-30 17:26:06""}, {""botcode"": ""RB2-026-G"", ""recreg"": ""RB2REC026G"", ""rects"": ""2026-07-30 17:26:07""}], ""added_count"": 7, ""columns"": [""recreg"", ""rects"", ""botcode""], ""removed"": [], ""removed_count"": 0}}","{""robot_record"": {""added"": [{""botcode"": ""RB2-026-A"", ""recreg"": ""RB2REC026A"", ""rects"": ""2026-07-30 17:26:01""}, {""botcode"": ""RB2-026-B"", ""recreg"": ""RB2REC026B"", ""rects"": ""2026-07-30 17:26:02""}, {""botcode"": ""RB2-026-C"", ""recreg"": ""RB2REC026C"", ""rects"": ""2026-07-30 17:26:03""}, {""botcode"": ""RB2-026-D"", ""recreg"": ""RB2REC026D"", ""rects"": ""2026-07-30 17:26:04""}, {""botcode"": ""RB2-026-E"", ""recreg"": ""RB2REC026E"", ""rects"": ""2026-07-30 17:26:05""}, {""botcode"": ""RB2-026-F"", ""recreg"": ""RB2REC026F"", ""rects"": ""2026-07-30 17:26:06""}, {""botcode"": ""RB2-026-G"", ""recreg"": ""RB2REC026G"", ""rects"": ""2026-07-30 17:26:07""}, {""botcode"": ""robot_record"", ""recreg"": ""recreg"", ""rects"": ""RF109148 is the existing witness and must be skipped unchanged; the seven RB2REC026 keys are new and must be inserted""}], ""added_count"": 8, ""columns"": [""recreg"", ""rects"", ""botcode""], ""removed"": [], ""removed_count"": 0}}","{""robot_record"": {""columns"": [""recreg"", ""rects"", ""botcode""], ""extra_count"": 1, ""extra_in_prediction"": [{""botcode"": ""robot_record"", ""recreg"": ""recreg"", ""rects"": ""RF109148 is the existing witness and must be skipped unchanged; the seven RB2REC026 keys are new and must be inserted""}], ""missing_count"": 0, ""missing_from_prediction"": []}}",COMPLETED,SOURCE_PARSER_CONTROL_ROW_SEGMENTATION_ERROR,,"The actual eight robot_record rows are materialized correctly, but the key-value source parser also turns the control block (table/conflict_target/policy) into an additional data collection. That collection is compiled as a bogus robot_record row with recreg='recreg' and control text as values. Root cause is control-metadata/data-row segmentation in the deterministic source parser."
final_robot_031,robot,free_text,plain_insert,DATE_NORMALIZATION,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,{},{},{},COMPLETED,DATE_NORMALIZATION_POLICY_ERROR,,"The request explicitly provides robot_record.rects='2026-07-30 17:31:00' and the gold SQL preserves it, but iso_date_normalization rejects the value. The candidate also has a large number of UNKNOWN_COLUMN_ID errors and a clarification-related error, so this is a mixed failure rather than a date-only case."
final_robot_033,robot,free_text,upsert_update,DATE_NORMALIZATION,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,{},{},{},COMPLETED,DATE_NORMALIZATION_POLICY_ERROR,,The request explicitly instructs rects='2026-07-30 17:33:00' and the gold SQL uses the same value. The only recorded validation error is iso_date_normalization rejecting that timestamp. This is a clean date-normalization blocker.
final_robot_040,robot,semi_structured,plain_insert,BYPASS_RECOVERABLE;CONTROL_FIELD_OPERATION,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,BYPASS_RECOVERABLE_MATERIALIZATION,1,,{},{},{},COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, update_columns, policy. Parsed write_semantics (plain_insert) matches the explicit request (plain_insert), and the materialized table/rows/conflict semantics match the gold plan after scalar type normalization. This is strong evidence that control-field coverage is the blocking failure, although downstream behavior still requires an isolated intervention test."
final_robot_047,robot,free_text,insert_ignore,EXECUTED_BUT_WRONG;STATE_MISMATCH,state_mismatch,STATE_WRONG_CONFLICT_BEHAVIOR,wrong_state,FINAL_STATE_MISMATCH,,STATE_WRONG_CONFLICT_BEHAVIOR;STATE_MISSING_ROW;STATE_WRONG_VALUE,"{""robot_details"": {""added"": [{""botdetreg"": ""R3CHAIN047"", ""bottypeval"": null, ""ctrltypeval"": null, ""fwversionval"": null, ""instdateval"": null, ""mfgnameval"": ""ABB"", ""modelseriesval"": ""Series_R3_047"", ""payloadcapkg"": 42.5, ""reachmmval"": 1847}], ""added_count"": 1, ""columns"": [""botdetreg"", ""mfgnameval"", ""modelseriesval"", ""bottypeval"", ""payloadcapkg"", ""reachmmval"", ""instdateval"", ""fwversionval"", ""ctrltypeval""], ""removed"": [], ""removed_count"": 0}, ""robot_record"": {""added"": [{""botcode"": ""RB3-CHAIN-047"", ""recreg"": ""R3CHAIN047"", ""rects"": ""2026-07-30 18:47:00""}], ""added_count"": 1, ""columns"": [""recreg"", ""rects"", ""botcode""], ""removed"": [], ""removed_count"": 0}}","{""robot_record"": {""added"": [{""botcode"": ""The"", ""recreg"": ""In"", ""rects"": ""no""}], ""added_count"": 1, ""columns"": [""recreg"", ""rects"", ""botcode""], ""removed"": [], ""removed_count"": 0}}","{""robot_details"": {""columns"": [""botdetreg"", ""mfgnameval"", ""modelseriesval"", ""bottypeval"", ""payloadcapkg"", ""reachmmval"", ""instdateval"", ""fwversionval"", ""ctrltypeval""], ""extra_count"": 0, ""extra_in_prediction"": [], ""missing_count"": 1, ""missing_from_prediction"": [{""botdetreg"": ""R3CHAIN047"", ""bottypeval"": null, ""ctrltypeval"": null, ""fwversionval"": null, ""instdateval"": null, ""mfgnameval"": ""ABB"", ""modelseriesval"": ""Series_R3_047"", ""payloadcapkg"": 42.5, ""reachmmval"": 1847}]}, ""robot_record"": {""columns"": [""recreg"", ""rects"", ""botcode""], ""extra_count"": 1, ""extra_in_prediction"": [{""botcode"": ""The"", ""recreg"": ""In"", ""rects"": ""no""}], ""missing_count"": 1, ""missing_from_prediction"": [{""botcode"": ""RB3-CHAIN-047"", ""recreg"": ""R3CHAIN047"", ""rects"": ""2026-07-30 18:47:00""}]}}",COMPLETED,FREE_TEXT_EVIDENCE_AND_GROUP_PLANNING_ERROR,,"The request explicitly asks for two-table insert-ignore with an existing witness and a new robot_record/robot_details pair. The generated plan instead emits one plain-insert robot_record group using generic evidence tokens ('In', 'no', 'The') and omits the robot_details group. The resulting wrong row and missing child are caused by free-text evidence grounding plus target-group/semantic planning failure."
final_robot_048,robot,free_text,upsert_update,CONFLICT_AMBIGUITY,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,{},{},{},COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies upsert/do-update behavior, the conflict target(s), and the allowed update column set(s). The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: robot_record: action=do_update; target=recreg; updates=rects,botcode || robot_details: action=do_update; target=botdetreg; updates=mfgnameval,modelseriesval,payloadcapkg,fwversionval || operation: action=do_update; target=operreg; updates=totopshrval,apptypeval,currprogval,progcyclecount,cycletimesecval || actuation_data: action=do_update; target=actreg; updates=tcpxval,tcpyval,tcpzval,tcpspeedval,pathaccmmval,poserrmmval. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_robot_056,robot,semi_structured,insert_ignore,BYPASS_RECOVERABLE;CONTROL_FIELD_OPERATION,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,BYPASS_RECOVERABLE_MATERIALIZATION,1,,{},{},{},COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, update_columns, policy. The parsed write_semantics is 'plain_insert' while the explicit request is 'insert_ignore'; however the materialized table/rows/conflict semantics match the gold plan after scalar type normalization. Thus the control-field policy is the observed first blocker, but the parsed-plan inconsistency means an operation-only causal rescue should not be claimed without an isolated rerun."
final_robot_057,robot,semi_structured,upsert_update,BYPASS_RECOVERABLE;CONTROL_FIELD_OPERATION,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,BYPASS_RECOVERABLE_MATERIALIZATION,1,,{},{},{},COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, update_columns, policy. The parsed write_semantics is 'needs_clarification' while the explicit request is 'upsert_update'; however the materialized table/rows/conflict semantics match the gold plan after scalar type normalization. Thus the control-field policy is the observed first blocker, but the parsed-plan inconsistency means an operation-only causal rescue should not be claimed without an isolated rerun."
final_vaccine_001,vaccine,free_text,plain_insert,DATE_NORMALIZATION,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,{},{},{},COMPLETED,DATE_NORMALIZATION_POLICY_ERROR,,The request explicitly provides shipment timestamp '2026-07-30 09:15:00' and the gold SQL preserves it exactly. The only recorded validation error is rejection by iso_date_normalization. This is a clean date-normalization blocker.
final_vaccine_002,vaccine,free_text,insert_ignore,DATE_NORMALIZATION,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,{},{},{},COMPLETED,DATE_NORMALIZATION_AND_EVIDENCE_SPAN_ERROR,,"This sample has two distinct date-related problems. One timemark is sourced from evidence whose raw value is the word 'Attempt', which is an evidence-span/value selection error rather than date ambiguity. A second explicit timestamp '2026-07-30 10:02:00' is correctly present in the request and gold SQL but is also rejected by iso_date_normalization. The candidate additionally has an identifier/TEXT normalization error for raw value '180'. A single date-parser change is therefore insufficient to explain or recover the whole candidate."
final_vaccine_005,vaccine,semi_structured,insert_ignore,CONFLICT_AMBIGUITY,verification,CONFLICT_MISSING,Conflict behavior is ambiguous; the fail-closed policy abstains.,REPRESENTATION_LIMITATION,0,,{},{},{},COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies insert-ignore/do-nothing behavior and identifies the conflict key(s); conflicting rows must remain unchanged. The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: shipments: action=do_nothing; target=shipmentregistry; updates=<none> || container: action=do_nothing; target=containregistry; updates=<none> || transportinfo: action=do_nothing; target=vehiclereg; updates=<none> || datalogger: action=do_nothing; target=loggerreg; updates=<none> || sensordata: action=do_nothing; target=sensortrack; updates=<none> || vaccinedetails: action=do_nothing; target=vacregistry; updates=<none>. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_vaccine_011,vaccine,semi_structured,insert_ignore,BYPASS_RECOVERABLE;CONTROL_FIELD_OPERATION,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,BYPASS_RECOVERABLE_MATERIALIZATION,1,,{},{},{},COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, conflict_action. The parsed write_semantics is 'plain_insert' while the explicit request is 'insert_ignore'; however the materialized table/rows/conflict semantics match the gold plan after scalar type normalization. Thus the control-field policy is the observed first blocker, but the parsed-plan inconsistency means an operation-only causal rescue should not be claimed without an isolated rerun."
final_vaccine_012,vaccine,semi_structured,upsert_update,BYPASS_RECOVERABLE;CONTROL_FIELD_OPERATION,materialization,VALUE_MISSING,Source field 'operation' is neither mapped nor justified.,BYPASS_RECOVERABLE_MATERIALIZATION,1,,{},{},{},COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, update_columns, relationship_columns_not_to_update. In addition, the materialized plan has a latent semantic mismatch relative to gold (extra update columns: containlink, vehsenseref). Therefore this sample confirms the control-field policy defect as the first rejection, but it is NOT evidence that fixing control-field coverage alone would recover final correctness."
final_vaccine_016,vaccine,free_text,plain_insert,DATE_NORMALIZATION,materialization,VALUE_NORMALIZATION_ERROR,Value is not a supported unambiguous date.,MATERIALIZATION_ERROR,0,,{},{},{},COMPLETED,DATE_NORMALIZATION_POLICY_ERROR,,"The explicit request/gold timestamps '2026-07-30 16:16:00' and '2026-07-30 22:45:00' are both rejected by iso_date_normalization. The source values are directly specified, so this is not source ambiguity. The same candidate also has UNKNOWN_EVIDENCE_ID, many UNKNOWN_COLUMN_ID errors, and other normalization errors; date handling is only one component of the failure."
