sample_id,manual_review_status,reviewer_root_cause,conflict_ambiguity_gold_label,manual_review_notes
final_vaccine_026,COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, policy. The parsed write_semantics is 'plain_insert' while the explicit request is 'insert_ignore'; however the materialized table/rows/conflict semantics match the gold plan after scalar type normalization. Thus the control-field policy is the observed first blocker, but the parsed-plan inconsistency means an operation-only causal rescue should not be claimed without an isolated rerun."
final_vaccine_031,COMPLETED,DATE_NORMALIZATION_POLICY_ERROR,,"The request explicitly provides shipment timestamp '2026-07-30 20:31:00' and the gold SQL uses the same value, but iso_date_normalization rejects it. The candidate also contains a very large number of UNKNOWN_COLUMN_ID errors, so this is not a date-only failure and date normalization alone cannot be credited with recovery."
final_vaccine_035,COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies insert-ignore/do-nothing behavior and identifies the conflict key(s); conflicting rows must remain unchanged. The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: shipments: action=do_nothing; target=shipmentregistry; updates=<none> || container: action=do_nothing; target=containregistry; updates=<none>. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_vaccine_040,COMPLETED,SOURCE_PARSER_ROW_SEGMENTATION_ERROR,,"The request contains eight explicit shipment rows, but the key-value parser collapses the repeated row blocks into one malformed collection. Control text and row-8 values become shifted across shipment columns, producing one bogus row and seven missing intended rows. This is a deterministic source row-segmentation/field-alignment failure."
final_vaccine_041,COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies insert-ignore/do-nothing behavior and identifies the conflict key(s); conflicting rows must remain unchanged. The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: shipments: action=do_nothing; target=shipmentregistry; updates=<none>. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_vaccine_045,COMPLETED,UPDATE_COLUMN_OMISSION_PLANNING_ERROR,,"The request explicitly says ON CONFLICT(vacregistry) update vacvariant, vialtally, and dosetotal. The materialized plan retains only vacvariant in update_columns. Existing rows therefore keep old vialtally/dosetotal values even though the incoming rows carry the requested new values. Root cause is omission of explicit update columns."
final_vaccine_048,COMPLETED,EVIDENCE_SPAN_SELECTION_ERROR,,"The failing timemark is sourced from evidence whose raw value is the word 'For'. The request does contain the intended timestamp '2024-07-17 11:50:00.095446', but the plan did not select that evidence for the date field. The fail-closed date normalizer is correct to reject 'For'; the primary issue here is evidence-span/value selection, not an overly strict date parser."
final_vaccine_057,COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies upsert/do-update behavior, the conflict target(s), and the allowed update column set(s). The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: datalogger: action=do_update; target=loggerreg; updates=logflag,datapct,syshealth. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_vaccine_060,COMPLETED,UPDATE_COLUMN_OMISSION_PLANNING_ERROR,,"The request explicitly allows updates to containflag, coolremainpct, batterypct, and pwrbackupflag. The materialized plan keeps only containflag in update_columns. On the existing containregistry row, the other requested values remain stale, causing the state mismatch. Root cause is loss of explicit update-column semantics."
final_virtual_010,COMPLETED,SOURCE_PARSER_CONTROL_ROW_SEGMENTATION_ERROR,,"The real additionalnotes row is compiled correctly, but the source parser also creates a data collection from control lines operation/table. That collection is compiled into an extra bogus row (notesreg='additionalnotes', noteinfo='plain_insert'). Root cause is failure to separate control metadata from payload rows."
final_virtual_011,COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, on_conflict. The parsed write_semantics is 'plain_insert' while the explicit request is 'insert_ignore'; however the materialized table/rows/conflict semantics match the gold plan after scalar type normalization. Thus the control-field policy is the observed first blocker, but the parsed-plan inconsistency means an operation-only causal rescue should not be claimed without an isolated rerun."
final_virtual_012,COMPLETED,CONTROL_FIELD_POLICY_ERROR,,"Evidence audit: first rejection is a CONTROL_FIELD_POLICY_ERROR. The top-level source field 'operation' explicitly specifies write semantics and is control/instruction metadata, not a payload column to be written; the materialization/provenance coverage rule nevertheless requires it to be mapped or justified. Control block fields observed: operation, table, conflict_target, update_columns. The parsed write_semantics is 'plain_insert' while the explicit request is 'upsert_update'; however the materialized table/rows/conflict semantics match the gold plan after scalar type normalization. Thus the control-field policy is the observed first blocker, but the parsed-plan inconsistency means an operation-only causal rescue should not be claimed without an isolated rerun."
final_virtual_025,COMPLETED,SOURCE_PARSER_ROW_SEGMENTATION_ERROR,,"The request contains three explicit eventsandclub rows. The materialized source retains only row3, so rows1 and 2 never reach compilation and are missing from the predicted state. Root cause is repeated-row segmentation in the deterministic key-value parser."
final_virtual_030,COMPLETED,UPDATE_COLUMN_OMISSION_PLANNING_ERROR,,The request explicitly includes socintscore in the allowed engagement update set. The materialized plan omits socintscore from update_columns while preserving the incoming socintscore values in the rows. Existing records therefore retain old scores and differ from gold. Root cause is update-column omission before compilation.
final_virtual_040,COMPLETED,SOURCE_PARSER_ROW_SEGMENTATION_ERROR,,"The request contains eight explicit additionalnotes rows, but the materialized source retains only row8. The compiler faithfully inserts that one row, leaving rows1-7 absent. Root cause is repeated-row segmentation/collapse in the deterministic source parser."
final_virtual_041,COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies insert-ignore/do-nothing behavior and identifies the conflict key(s); conflicting rows must remain unchanged. The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: additionalnotes: action=do_nothing; target=notesreg; updates=<none>. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_virtual_046,COMPLETED,EVIDENCE_SPAN_SELECTION_ERROR,,"The request explicitly provides the note text 'Schedule a retention review after the autumn showcase.' Evidence extraction contains that phrase, but the generated plan maps generic evidence e1='Use' into noteinfo. The compiler faithfully inserts noteinfo='Use'. Root cause is evidence-span/value selection, not SQL generation or execution."
final_virtual_047,COMPLETED,FREE_TEXT_TARGET_GROUP_OMISSION_ERROR,,"The request explicitly contains both virtualidols and interactions insert-ignore groups. The generated plan emits only the virtualidols group (duplicating the new idol row) and omits interactions entirely, so the new VIR3ACT047 interaction is missing. The emitted virtualidols conflict action is DO NOTHING; therefore the primary manual root cause is target-group coverage/omission, not genuine conflict ambiguity."
final_virtual_055,COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies plain-insert/error-on-conflict behavior with no conflict target or update columns. The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: loyaltyandachievements: action=error; target=<none>; updates=<none>. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_virtual_056,COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies insert-ignore/do-nothing behavior and identifies the conflict key(s); conflicting rows must remain unchanged. The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: additionalnotes: action=do_nothing; target=notesreg; updates=<none>. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
final_virtual_057,COMPLETED,CONFLICT_SEMANTICS_PLANNING_ERROR,RESOLVABLE_FROM_INPUT,"The request explicitly specifies upsert/do-update behavior, the conflict target(s), and the allowed update column set(s). The sample metadata records semantics_explicit_in_request=True and semantics_source='request', and manual inspection of input_text confirms that the conflict policy is stated directly. Gold conflict semantics: membershipandspending: action=do_update; target=memberreg; updates=membkind,membdays,spendusd,spendfreq,paymethod. Nevertheless, the MP-FS+ generated/parsed plan emits write_semantics='needs_clarification' with no usable conflict target/update-column decision, causing the fail-closed verifier to abstain. Therefore the case is RESOLVABLE_FROM_INPUT, not truly ambiguous. The verifier is behaving consistently with the malformed/underspecified plan; the primary failure is upstream conflict-semantics planning/extraction."
